route_id,order,station,country
БЧ_Unnamed: 2,30,МСК (Россия),nan
БЧ_Unnamed: 2,31,МСК (Россия),nan
БЧ_Unnamed: 2,32,МСК (Россия),nan
БЧ_Unnamed: 2,33,МСК (Россия),nan
БЧ_Unnamed: 2,34,МСК (Россия),nan
БЧ_Unnamed: 2,35,МСК (Россия),nan
БЧ_Unnamed: 2,36,МСК (Россия),nan
БЧ_Unnamed: 2,37,МСК (Россия),nan
БЧ_Unnamed: 2,38,МСК (Россия),nan
БЧ_Unnamed: 2,39,МСК (Россия),nan
БЧ_Unnamed: 2,40,МСК (Россия),nan
БЧ_Unnamed: 2,41,МСК (Россия),nan
БЧ_Unnamed: 2,42,МСК (Россия),nan
БЧ_Unnamed: 2,43,МСК (Россия),nan
БЧ_Unnamed: 2,44,МСК (Россия),nan
БЧ_Unnamed: 2,45,МСК (Россия),nan
БЧ_Unnamed: 2,46,МСК (Россия),nan
БЧ_Unnamed: 2,47,МСК (Россия),nan
БЧ_Unnamed: 2,48,МСК (Россия),nan
БЧ_Unnamed: 2,49,МСК (Россия),nan
БЧ_Unnamed: 2,50,МСК (Россия),nan
БЧ_Unnamed: 2,51,МСК (Россия),nan
БЧ_Unnamed: 2,52,КБШ (Россия),nan
БЧ_Unnamed: 2,53,КБШ (Россия),nan
БЧ_Unnamed: 2,54,КБШ (Россия),nan
БЧ_Unnamed: 2,55,КБШ (Россия),nan
БЧ_Unnamed: 2,56,КБШ (Россия),nan
БЧ_Unnamed: 2,57,КБШ (Россия),nan
БЧ_Unnamed: 2,58,КБШ (Россия),nan
БЧ_Unnamed: 2,59,КБШ (Россия),nan
БЧ_Unnamed: 2,60,КБШ (Россия),nan
БЧ_Unnamed: 2,61,КБШ (Россия),nan
БЧ_Unnamed: 2,62,КБШ (Россия),nan
БЧ_Unnamed: 2,63,КБШ (Россия),nan
БЧ_Unnamed: 2,64,КБШ (Россия),nan
БЧ_Unnamed: 2,65,КБШ (Россия),nan
БЧ_Unnamed: 2,66,КБШ (Россия),nan
БЧ_Unnamed: 2,67,КБШ (Россия),nan
БЧ_Unnamed: 2,68,КБШ (Россия),nan
БЧ_Unnamed: 2,69,КБШ (Россия),nan
БЧ_Unnamed: 2,70,КБШ (Россия),nan
БЧ_Unnamed: 2,71,КБШ (Россия),nan
БЧ_Unnamed: 2,72,ЮУР (Россия),nan
БЧ_Unnamed: 2,73,ЮУР (Россия),nan
БЧ_Unnamed: 2,74,ЮУР (Россия),nan
БЧ_Unnamed: 2,75,ЮУР (Россия),nan
БЧ_Unnamed: 2,76,ЮУР (Россия),nan
БЧ_Unnamed: 2,77,ЮУР (Россия),nan
БЧ_Unnamed: 2,78,ЮУР (Россия),nan
БЧ_Unnamed: 2,79,ЮУР (Россия),nan
БЧ_Unnamed: 2,80,ЮУР (Россия),nan
БЧ_Unnamed: 2,81,ЮУР (Россия),nan
БЧ_Unnamed: 2,82,ЮУР (Россия),nan
БЧ_Unnamed: 2,83,ЮУР (Россия),nan
БЧ_Unnamed: 2,84,ЮУР (Россия),nan
БЧ_Unnamed: 2,85,ЮУР (Россия),nan
БЧ_Unnamed: 2,86,ЮУР (Россия),nan
БЧ_Unnamed: 2,87,ЮУР (Россия),nan
БЧ_Unnamed: 2,88,ЮУР (Россия),nan
БЧ_Unnamed: 2,89,ЮУР (Россия),nan
БЧ_Unnamed: 2,90,ЮУР (Россия),nan
БЧ_Unnamed: 2,91,ЮУР (Россия),nan
БЧ_Unnamed: 2,92,ЮУР (Россия),nan
БЧ_Unnamed: 2,93,ЮУР (Россия),nan
БЧ_Unnamed: 2,94,ЮУР (Россия),nan
БЧ_Unnamed: 2,95,ЮУР (Россия),nan
БЧ_Unnamed: 2,96,ЮУР (Россия),nan
БЧ_Unnamed: 2,97,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,98,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,99,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,100,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,101,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,102,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,103,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,104,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,105,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,106,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,107,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,108,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,109,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,110,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,111,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,112,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,113,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,114,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,115,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,116,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,117,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,118,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,119,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,120,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,121,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,122,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,123,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,124,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,125,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,126,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,127,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,128,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,129,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,130,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,131,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,132,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,133,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,134,КЗХ (Казахстан),nan
БЧ_Unnamed: 2,135,КЗХ (Казахстан),nan
БЧ_Unnamed: 4,1,Алтынколь,КЗХ (Казахстан)
БЧ_Unnamed: 4,2,Шелек,КЗХ (Казахстан)
БЧ_Unnamed: 4,3,Жетыген,КЗХ (Казахстан)
БЧ_Unnamed: 4,4,Алматы 1,КЗХ (Казахстан)
БЧ_Unnamed: 4,5,Отар,КЗХ (Казахстан)
БЧ_Unnamed: 4,6,Шу,КЗХ (Казахстан)
БЧ_Unnamed: 4,7,Турксиб,КЗХ (Казахстан)
БЧ_Unnamed: 4,8,Тараз,КЗХ (Казахстан)
БЧ_Unnamed: 4,9,Тюлькубас,КЗХ (Казахстан)
БЧ_Unnamed: 4,10,Шымкент,КЗХ (Казахстан)
БЧ_Unnamed: 4,11,Бадам,КЗХ (Казахстан)
БЧ_Unnamed: 4,12,Арыс 1,КЗХ (Казахстан)
БЧ_Unnamed: 4,13,Туркестан,КЗХ (Казахстан)
БЧ_Unnamed: 4,14,Акмая (рзд),КЗХ (Казахстан)
БЧ_Unnamed: 4,15,Шиели,КЗХ (Казахстан)
БЧ_Unnamed: 4,16,Кызылорда,КЗХ (Казахстан)
БЧ_Unnamed: 4,17,Жосалы,КЗХ (Казахстан)
БЧ_Unnamed: 4,18,Казалы,КЗХ (Казахстан)
БЧ_Unnamed: 4,19,Сексеул,КЗХ (Казахстан)
БЧ_Unnamed: 4,20,Шалкар,КЗХ (Казахстан)
БЧ_Unnamed: 4,21,Жем,КЗХ (Казахстан)
БЧ_Unnamed: 4,22,Кандыагаш,КЗХ (Казахстан)
БЧ_Unnamed: 4,23,Актобе I,КЗХ (Казахстан)
БЧ_Unnamed: 4,24,Жайсан,КЗХ (Казахстан)
БЧ_Unnamed: 4,25,Маячная,ЮУР (Россия)
БЧ_Unnamed: 4,26,Разъезд № 20,ЮУР (Россия)
БЧ_Unnamed: 4,27,Разъезд № 20,ЮУР (Россия)
БЧ_Unnamed: 4,28,Меновой Двор,ЮУР (Россия)
БЧ_Unnamed: 4,29,Меновой Двор,ЮУР (Россия)
БЧ_Unnamed: 4,30,Оренбург,ЮУР (Россия)
БЧ_Unnamed: 4,31,Сырт,ЮУР (Россия)
БЧ_Unnamed: 4,32,Сырт,ЮУР (Россия)
БЧ_Unnamed: 4,33,Переволоцкая,ЮУР (Россия)
БЧ_Unnamed: 4,34,Переволоцкая,ЮУР (Россия)
БЧ_Unnamed: 4,35,Платовка,ЮУР (Россия)
БЧ_Unnamed: 4,36,Платовка,ЮУР (Россия)
БЧ_Unnamed: 4,37,Новосергиевская,ЮУР (Россия)
БЧ_Unnamed: 4,38,Новосергиевская,ЮУР (Россия)
БЧ_Unnamed: 4,39,Гамалеевка,ЮУР (Россия)
БЧ_Unnamed: 4,40,Гамалеевка,ЮУР (Россия)
БЧ_Unnamed: 4,41,Красногвардеец II,ЮУР (Россия)
БЧ_Unnamed: 4,42,Красногвардеец II,ЮУР (Россия)
БЧ_Unnamed: 4,43,Елшанка,ЮУР (Россия)
БЧ_Unnamed: 4,44,Елшанка,ЮУР (Россия)
БЧ_Unnamed: 4,45,Колтубанка,ЮУР (Россия)
БЧ_Unnamed: 4,46,Неприк,ЮУР (Россия)
БЧ_Unnamed: 4,47,Неприк,ЮУР (Россия)
БЧ_Unnamed: 4,48,Заливная,ЮУР (Россия)
БЧ_Unnamed: 4,49,Заливная,ЮУР (Россия)
БЧ_Unnamed: 4,50,Богатое,ЮУР (Россия)
БЧ_Unnamed: 4,51,Грачевка,ЮУР (Россия)
БЧ_Unnamed: 4,52,Грачевка,ЮУР (Россия)
БЧ_Unnamed: 4,53,Спиридоновка,ЮУР (Россия)
БЧ_Unnamed: 4,54,Спиридоновка,ЮУР (Россия)
БЧ_Unnamed: 4,55,Кинель,КБШ (Россия)
БЧ_Unnamed: 4,56,Алексеевская,КБШ (Россия)
БЧ_Unnamed: 4,57,Безымянка,КБШ (Россия)
БЧ_Unnamed: 4,58,Кряж,КБШ (Россия)
БЧ_Unnamed: 4,59,Кряж,КБШ (Россия)
БЧ_Unnamed: 4,60,Новокуйбышевская,КБШ (Россия)
БЧ_Unnamed: 4,61,Новокуйбышевская,КБШ (Россия)
БЧ_Unnamed: 4,62,Безенчук,КБШ (Россия)
БЧ_Unnamed: 4,63,Безенчук,КБШ (Россия)
БЧ_Unnamed: 4,64,Правая волга,КБШ (Россия)
БЧ_Unnamed: 4,65,Правая волга,КБШ (Россия)
БЧ_Unnamed: 4,66,Сызрань I,КБШ (Россия)
БЧ_Unnamed: 4,67,Сызрань II,КБШ (Россия)
БЧ_Unnamed: 4,68,Новообразцовое,КБШ (Россия)
БЧ_Unnamed: 4,69,Вырыпаевка (обп),КБШ (Россия)
БЧ_Unnamed: 4,70,Вырыпаевка (обп),КБШ (Россия)
БЧ_Unnamed: 4,71,Инза,КБШ (Россия)
БЧ_Unnamed: 4,72,Инза,КБШ (Россия)
БЧ_Unnamed: 4,73,Зыково (обп),КБШ (Россия)
БЧ_Unnamed: 4,74,Рузаевка,КБШ (Россия)
БЧ_Unnamed: 4,75,Пишля (обп),КБШ (Россия)
БЧ_Unnamed: 4,76,Пишля (обп),КБШ (Россия)
БЧ_Unnamed: 4,77,Воденяпинский,КБШ (Россия)
БЧ_Unnamed: 4,78,Воденяпинский,КБШ (Россия)
БЧ_Unnamed: 4,79,Потьма,КБШ (Россия)
БЧ_Unnamed: 4,80,Пичкиряево,КБШ (Россия)
БЧ_Unnamed: 4,81,Пичкиряево,КБШ (Россия)
БЧ_Unnamed: 4,82,Берестянки,МСК (Россия)
БЧ_Unnamed: 4,83,Сасово,МСК (Россия)
БЧ_Unnamed: 4,84,Сотницыно,МСК (Россия)
БЧ_Unnamed: 4,85,Чучково,МСК (Россия)
БЧ_Unnamed: 4,86,Назаровка,МСК (Россия)
БЧ_Unnamed: 4,87,Назаровка,МСК (Россия)
БЧ_Unnamed: 4,88,Ушинский,МСК (Россия)
БЧ_Unnamed: 4,89,Ушинский,МСК (Россия)
БЧ_Unnamed: 4,90,Шилово,МСК (Россия)
БЧ_Unnamed: 4,91,Шилово,МСК (Россия)
БЧ_Unnamed: 4,92,Шелухово,МСК (Россия)
БЧ_Unnamed: 4,93,Шелухово,МСК (Россия)
БЧ_Unnamed: 4,94,Новая Пустынь,МСК (Россия)
БЧ_Unnamed: 4,95,Новая Пустынь,МСК (Россия)
БЧ_Unnamed: 4,96,Проня,МСК (Россия)
БЧ_Unnamed: 4,97,Перевлес,МСК (Россия)
БЧ_Unnamed: 4,98,Перевлес,МСК (Россия)
БЧ_Unnamed: 4,99,Листвянка,МСК (Россия)
БЧ_Unnamed: 4,100,Листвянка,МСК (Россия)
БЧ_Unnamed: 4,101,Лесок,МСК (Россия)
БЧ_Unnamed: 4,102,Лесок,МСК (Россия)
БЧ_Unnamed: 4,103,Рязань I,МСК (Россия)
БЧ_Unnamed: 4,104,Рязань I,МСК (Россия)
БЧ_Unnamed: 4,105,Дягилево,МСК (Россия)
БЧ_Unnamed: 4,106,Дягилево,МСК (Россия)
БЧ_Unnamed: 4,107,Рыбное,МСК (Россия)
БЧ_Unnamed: 4,108,Рыбное,МСК (Россия)
БЧ_Unnamed: 4,109,Узуново,МСК (Россия)
БЧ_Unnamed: 4,110,Пурлово,МСК (Россия)
БЧ_Unnamed: 4,111,Пурлово,МСК (Россия)
БЧ_Unnamed: 4,112,Ожерелье,МСК (Россия)
БЧ_Unnamed: 4,113,Ступино,МСК (Россия)
БЧ_Unnamed: 4,114,Детково,МСК (Россия)
БЧ_Unnamed: 4,115,Сандарово,МСК (Россия)
БЧ_Unnamed: 4,116,Кресты,МСК (Россия)
БЧ_Unnamed: 4,117,Кресты,МСК (Россия)
БЧ_Unnamed: 4,118,Бекасово-сортировочное,МСК (Россия)
БЧ_Unnamed: 4,119,Бекасово-сортировочное,МСК (Россия)
БЧ_Unnamed: 4,120,Пожитково,МСК (Россия)
БЧ_Unnamed: 4,121,214 КМ,МСК (Россия)
БЧ_Unnamed: 4,122,Кубинка I,МСК (Россия)
БЧ_Unnamed: 4,123,Кубинка I,МСК (Россия)
БЧ_Unnamed: 4,124,Тучково,МСК (Россия)
БЧ_Unnamed: 4,125,Тучково,МСК (Россия)
БЧ_Unnamed: 4,126,Дорохово,МСК (Россия)
БЧ_Unnamed: 4,127,Дорохово,МСК (Россия)
БЧ_Unnamed: 4,128,Можайск,МСК (Россия)
БЧ_Unnamed: 4,129,Можайск,МСК (Россия)
БЧ_Unnamed: 4,130,Уваровка,МСК (Россия)
БЧ_Unnamed: 4,131,Уваровка,МСК (Россия)
БЧ_Unnamed: 4,132,Туманово,МСК (Россия)
БЧ_Unnamed: 4,133,Туманово,МСК (Россия)
БЧ_Unnamed: 4,134,Мещерская,МСК (Россия)
БЧ_Unnamed: 4,135,Мещерская,МСК (Россия)
БЧ_Unnamed: 4,136,Вязьма,МСК (Россия)
БЧ_Unnamed: 4,137,Смоленск,МСК (Россия)
БЧ_Unnamed: 4,138,Красный бор,МСК (Россия)
БЧ_Unnamed: 4,139,ОП Ракитная,МСК (Россия)
БЧ_Unnamed: 4,140,Гусино,МСК (Россия)
БЧ_Unnamed: 4,141,Гусино,МСК (Россия)
БЧ_Unnamed: 4,142,Орша-центральная,БЕЛ (Белоруссия)
БЧ_Unnamed: 4,143,Борисов,БЕЛ (Белоруссия)
БЧ_Unnamed: 4,144,Шабаны,БЕЛ (Белоруссия)
